,#,Last,First,GP,Min,Pos,Pace,ORTG,DRTG,NRTG,Pts,TPos,TPE,TPo%,eFG%,TS%,2FR,3FR,FTR,ORB%,DRB%,REB%,ORbD,AST%,ATR,TO%,+/-,FGM,FGA,FG%,2FM,2FA,2F%,3FM,3FA,3F%,FTM,FTA,FT%,ORb,DRb,Reb,Ast,TO,Stl,Blk,PF,TmPts%,MPG
2,11,EVERMAN,SCOTT,10,260.516666666666,437,67.0974345851193,120.137299771167,97.7426636568848,22.3946361142821,123,102,120.588235294117,21.7021276595744,63.2183908045977,64.7368421052631,55.1724137931034,44.8275862068965,19.5402298850574,4.91803278688524,8.29493087557603,6.75,-13,8.08823529411764,1.57142857142857,6.86274509803921,92,48,87,55.1724137931034,34,48,70.8333333333333,14,39,35.8974358974359,13,17,76.4705882352941,9,18,27,11,7,7,3,21,15.510718789407314,26.051666666666602
2,11,EVERMAN,SCOTT,8,165.1,283,68.5645063597819,131.802120141342,100.0,31.8021201413427,61,55,110.90909090909,17.1875,60.4166666666666,61.0,33.3333333333333,66.6666666666666,10.4166666666666,3.30578512396694,6.28930817610062,5.0,-4,10.3448275862068,2.4,9.09090909090909,88,24,48,50.0,14,16,87.5,10,32,31.25,3,5,60.0,4,10,14,12,5,2,2,12,8.603667136812412,20.6375
2,11,EVERMAN,SCOTT,2,95.41666666666603,154,-1.4670717746625996,-11.664820370174994,-2.257336343115199,-9.407484027060601,62,47,9.679144385027001,4.514627659574401,2.801724137931103,3.7368421052630936,21.839080459770102,-21.839080459770102,9.1235632183908,1.6122476629182998,2.00562269947541,1.75,-9,-2.2565922920891612,-0.8285714285714298,-2.22816399286988,4,24,39,5.172413793103402,20,32,-16.6666666666667,4,7,4.647435897435898,10,12,16.4705882352941,5,8,13,-1,2,5,1,9,6.907051652594902,5.414166666666603
