,W,Pos,eFG%,TO%,OREB%,FTR,OppeFG%,OppTO%,DREB%,OppFTR
0,,,,,,,,,,
1,-8.0,-543.0,-1.3747454175152996,0.7601220712834991,-4.8434573187048,3.3604887983706995,3.5787321063394018,2.0716073667064983,1.3251065793787973,-4.344642681796998
2,0.0,-52.0,-4.671848372750297,-1.5585592388432001,9.942869698967197,-6.7209775967414025,-7.5232950061262045,-4.264687740208899,-2.545942477101704,8.874557972625897
